date,campaign_id,campaign_name,campaign_type,targeting_type,asin,impressions,clicks,spend,orders,sales
2026-01-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4244,17,17.16,2,179.57
2026-01-18,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,6662,33,31.31,2,35.18
2026-01-18,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,11367,23,39.53,0,0.0
2026-01-18,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2051,10,12.61,0,0.0
2026-01-18,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1131,6,6.4,4,272.84
2026-01-18,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1412,4,4.72,1,85.88
2026-01-18,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-01-18,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2026,12,6.63,4,439.67
2026-01-19,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,14847,86,78.42,10,894.06
2026-01-19,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1895,9,6.07,0,0.0
2026-01-19,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5345,18,12.64,2,20.44
2026-01-19,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,897,6,5.92,2,115.36
2026-01-19,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4829,18,10.73,1,24.4
2026-01-19,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4779,21,16.82,4,67.45
2026-01-19,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4002,7,10.88,0,0.0
2026-01-19,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,8374,24,28.29,0,0.0
2026-01-19,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2308,13,11.94,3,199.93
2026-01-19,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,0,0,0.0,0,0.0
2026-01-19,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,678,2,1.99,0,0.0
2026-01-19,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3592,17,8.87,2,212.56
2026-01-20,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10078,33,27.17,2,187.03
2026-01-20,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3893,23,15.63,2,107.45
2026-01-20,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,8468,37,26.24,5,53.24
2026-01-20,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1628,9,10.15,2,130.66
2026-01-20,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6281,31,24.39,0,0.0
2026-01-20,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2458,11,10.18,0,0.0
2026-01-20,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7056,14,21.53,0,0.0
2026-01-20,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2758,9,9.75,0,0.0
2026-01-20,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,930,5,4.37,2,139.81
2026-01-20,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,676,2,2.24,0,0.0
2026-01-20,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1494,5,6.37,1,26.26
2026-01-20,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3664,16,10.48,5,487.93
2026-01-21,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3982,15,13.59,1,85.67
2026-01-21,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,4100,24,20.13,5,243.71
2026-01-21,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3093,16,11.11,1,9.27
2026-01-21,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2425,11,11.55,1,59.64
2026-01-21,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4643,19,12.01,2,51.25
2026-01-21,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2585,11,10.12,1,15.37
2026-01-21,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5401,12,16.04,0,0.0
2026-01-21,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3588,15,14.1,0,0.0
2026-01-21,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1377,8,7.23,1,66.71
2026-01-21,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,880,2,2.21,0,0.0
2026-01-21,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,614,2,1.99,0,0.0
2026-01-21,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,0,0,0.0,0,0.0
2026-01-22,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4904,23,17.39,1,85.26
2026-01-22,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3684,22,17.87,3,160.46
2026-01-22,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,8805,33,20.55,4,36.79
2026-01-22,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1031,6,5.1,1,63.88
2026-01-22,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4692,25,20.09,2,51.86
2026-01-22,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,6931,42,33.47,3,53.67
2026-01-22,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6879,18,28.69,0,0.0
2026-01-22,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4022,13,13.57,0,0.0
2026-01-22,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1270,6,4.84,1,70.13
2026-01-22,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,452,2,2.14,0,0.0
2026-01-22,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,715,3,3.09,0,0.0
2026-01-22,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,0,0,0.0,0,0.0
2026-01-23,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10076,43,32.4,4,373.33
2026-01-23,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1581,7,5.49,2,91.78
2026-01-23,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,9112,35,22.73,6,59.67
2026-01-23,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,656,4,4.46,0,0.0
2026-01-23,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5054,19,14.72,1,25.99
2026-01-23,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1494,10,8.89,1,16.46
2026-01-23,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6316,14,22.14,0,0.0
2026-01-23,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5061,18,21.63,0,0.0
2026-01-23,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,785,4,3.58,0,0.0
2026-01-23,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,900,4,4.51,0,0.0
2026-01-23,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,688,2,2.09,0,0.0
2026-01-23,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3091,17,10.7,2,217.92
2026-01-24,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3016,16,12.69,0,0.0
2026-01-24,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1666,10,7.12,0,0.0
2026-01-24,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4939,22,15.52,1,9.9
2026-01-24,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1805,14,13.61,2,120.86
2026-01-24,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3070,11,8.09,1,24.66
2026-01-24,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3377,13,12.44,3,46.54
2026-01-24,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2521,6,8.45,0,0.0
2026-01-24,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2848,12,13.77,0,0.0
2026-01-24,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1441,7,6.11,0,0.0
2026-01-24,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1152,3,4.08,0,0.0
2026-01-24,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,632,2,2.5,1,27.81
2026-01-24,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3840,18,9.37,3,
2026-01-25,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4534,25,22.98,0,0.0
2026-01-25,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2019,8,6.11,0,0.0
2026-01-25,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3148,9,5.61,0,0.0
2026-01-25,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1616,9,8.36,2,112.77
2026-01-25,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,6988,26,21.18,1,28.93
2026-01-25,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2923,11,8.95,0,0.0
2026-01-25,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3007,6,7.73,0,0.0
2026-01-25,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2150,9,8.91,0,0.0
2026-01-25,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2086,14,12.27,0,0.0
2026-01-25,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,743,2,2.51,0,0.0
2026-01-25,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,891,2,2.41,0,0.0
2026-01-25,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,5106,21,10.7,3,301.08
2026-01-26,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,2334,11,10.11,0,0.0
2026-01-26,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2821,11,8.91,2,98.53
2026-01-26,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5011,22,15.0,1,10.05
2026-01-26,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1980,12,11.85,1,59.69
2026-01-26,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2766,11,8.78,0,0.0
2026-01-26,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4697,30,26.63,4,66.91
2026-01-26,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2518,6,9.32,0,0.0
2026-01-26,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,8570,42,52.01,0,0.0
2026-01-26,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,3535,15,12.0,1,75.58
2026-01-26,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,532,2,2.65,0,0.0
2026-01-26,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,352,1,0.98,0,0.0
2026-01-26,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3113,20,11.95,2,197.14
2026-01-27,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,0,0,0.0,0,0.0
2026-01-27,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2121,9,5.53,0,0.0
2026-01-27,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5984,30,21.89,3,32.06
2026-01-27,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2184,11,9.45,1,59.46
2026-01-27,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2377,15,12.56,1,28.32
2026-01-27,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1564,6,4.21,3,49.07
2026-01-27,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6359,14,22.44,1,39.45
2026-01-27,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5116,23,23.15,0,0.0
2026-01-27,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,4006,28,26.71,3,205.4
2026-01-27,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,820,4,5.37,0,0.0
2026-01-27,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,315,1,1.15,0,0.0
2026-01-27,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,5427,19,9.69,3,287.69
2026-01-28,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6262,26,25.9,0,0.0
2026-01-28,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2035,10,6.41,1,52.83
2026-01-28,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,9036,29,20.52,6,62.08
2026-01-28,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2482,14,15.1,2,123.54
2026-01-28,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4210,21,13.18,3,82.54
2026-01-28,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2999,20,18.66,0,0.0
2026-01-28,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,10440,16,25.28,0,0.0
2026-01-28,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2718,10,10.34,0,0.0
2026-01-28,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1111,6,4.61,0,0.0
2026-01-28,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,589,2,2.24,0,0.0
2026-01-28,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,898,2,2.19,0,0.0
2026-01-28,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2235,8,4.98,0,0.0
2026-01-29,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8175,29,23.8,4,377.57
2026-01-29,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2192,15,10.5,3,147.45
2026-01-29,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3244,10,7.48,1,10.04
2026-01-29,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,951,6,6.21,0,0.0
2026-01-29,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5997,21,13.85,1,25.55
2026-01-29,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1178,5,3.7,1,17.65
2026-01-29,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,11716,28,38.8,0,0.0
2026-01-29,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2828,11,14.47,0,0.0
2026-01-29,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1576,8,6.8,1,70.73
2026-01-29,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,700,2,2.57,0,0.0
2026-01-29,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-01-29,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1958,12,6.98,2,214.78
2026-01-30,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5224,28,25.57,0,0.0
2026-01-30,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,5442,23,16.36,6,317.46
2026-01-30,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,7739,28,19.09,2,19.02
2026-01-30,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2333,10,9.47,2,126.14
2026-01-30,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4958,21,16.38,1,26.74
2026-01-30,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3653,23,17.23,4,72.54
2026-01-30,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3544,7,10.62,0,0.0
2026-01-30,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,1814,6,6.46,0,0.0
2026-01-30,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1110,6,5.38,1,75.66
2026-01-30,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,590,2,2.35,1,91.68
2026-01-30,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-01-30,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2034,12,7.58,1,
2026-01-31,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3526,13,10.49,1,97.5
2026-01-31,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2698,14,10.52,0,0.0
2026-01-31,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,0,0,0.0,0,0.0
2026-01-31,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,4013,20,17.41,3,179.79
2026-01-31,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2649,12,7.9,2,55.11
2026-01-31,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4612,24,22.39,0,0.0
2026-01-31,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,11278,19,31.19,0,0.0
2026-01-31,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3342,16,16.82,0,0.0
2026-01-31,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,820,4,3.78,0,0.0
2026-01-31,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1494,4,4.41,1,93.85
2026-01-31,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,502,2,2.21,0,0.0
2026-01-31,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2637,9,5.42,1,95.87
2026-02-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5314,25,18.92,1,84.77
2026-02-01,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2097,12,7.75,0,0.0
2026-02-01,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4401,20,12.8,0,0.0
2026-02-01,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1395,10,9.91,0,0.0
2026-02-01,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,5650,23,15.59,1,25.44
2026-02-01,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2571,15,12.85,0,0.0
2026-02-01,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6015,14,17.73,0,0.0
2026-02-01,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4399,17,16.71,0,0.0
2026-02-01,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,0,0,0.0,0,0.0
2026-02-01,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1099,4,4.61,1,87.23
2026-02-01,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,485,2,2.65,0,0.0
2026-02-01,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4222,22,11.28,3,240.98
2026-02-02,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6461,32,28.17,1,98.37
2026-02-02,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,4959,34,23.65,5,252.28
2026-02-02,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3162,13,9.13,3,28.39
2026-02-02,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1925,12,13.45,3,181.55
2026-02-02,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7196,39,32.53,3,83.52
2026-02-02,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,5279,25,21.09,1,14.84
2026-02-02,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2609,5,7.19,0,0.0
2026-02-02,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5148,19,21.96,1,38.5
2026-02-02,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2010,11,10.13,0,0.0
2026-02-02,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1581,6,8.09,1,87.58
2026-02-02,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,561,1,1.36,0,0.0
2026-02-02,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4207,16,7.91,1,68.0
2026-02-03,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10175,53,39.66,6,496.08
2026-02-03,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3027,21,16.02,4,210.61
2026-02-03,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3145,16,9.85,0,0.0
2026-02-03,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1844,10,9.87,2,114.6
2026-02-03,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,0,0,0.0,0,0.0
2026-02-03,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2728,10,6.82,3,40.45
2026-02-03,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2396,5,6.92,0,0.0
2026-02-03,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3621,17,19.4,0,0.0
2026-02-03,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,4863,25,19.7,4,279.44
2026-02-03,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,973,4,5.38,1,90.04
2026-02-03,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1336,5,6.26,0,0.0
2026-02-03,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2182,10,5.47,3,238.01
2026-02-04,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8955,50,40.23,1,89.65
2026-02-04,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2187,15,12.15,1,46.13
2026-02-04,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3942,20,15.43,4,38.97
2026-02-04,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2358,17,14.45,2,112.43
2026-02-04,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7820,42,28.02,0,0.0
2026-02-04,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,0,0,0.0,0,0.0
2026-02-04,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6469,13,20.71,0,0.0
2026-02-04,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2302,9,9.13,0,0.0
2026-02-04,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,582,2,1.95,0,0.0
2026-02-04,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,936,4,5.3,0,0.0
2026-02-04,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1113,3,3.99,0,0.0
